"id","min","q1","median","mean","q3","max","sd","n","unit","species","study"
"5013",0.133333333333333,1.98333333333333,7.48333333333333,20.402380952381,17.9666666666667,148.533333333333,35.4629698440321,21,"hour","wh","ralph"
"5011",1,9,22,138.278326745718,69,7560,409.399890229469,3036,"min","wb","ralph"
"5019",1,9,26,145.405999302407,104,5760,358.811904830977,2867,"min","wb","ralph"
"5020",0.05,0.6,2.15,4.08888888888889,7.01666666666667,23.05,5.27750818024876,21,"hour","wh","ralph"
